t_sec,security,action,trader,price,qty
436,1,Bid,T-019,26,70
436,1,Ask,T-022,28,15
436,1,Ask,T-012,29,15
436,1,Ask,T-022,28,15
436,1,Ask,T-007,28.9,30
437,1,Bid,T-019,27,70
438,1,Bid,T-019,27,70
438,1,Bid,T-019,27,70
438,1,Bid,T-019,27,70
438,1,Bid,T-019,27,70
438,1,Ask,T-039,28,10
439,1,Ask,T-015,29,20
439,1,Bid,T-036,27,10
440,1,Bid,T-019,26,70
440,1,Bid,T-019,26,70
440,1,ClearBid,T-003,0,0
440,1,Bid,T-019,26,70
440,1,Ask,T-004,30,10
440,1,Bid,T-019,26,70
440,1,ClearAsk,T-003,0,0
440,1,Bid,T-030,20,50
442,1,Bid,T-019,27,70
442,1,Bid,T-019,27,70
442,1,Bid,T-030,20,50
442,1,Bid,T-001,29,20
442,1,Bid,T-019,27,70
442,1,Ask,T-033,29,20
442,1,Bid,T-019,27,70
442,1,Bid,T-019,27,70
442,1,Bid,T-019,27,70
442,1,ClearBid,T-023,0,0
442,1,Bid,T-019,27,70
443,1,ClearBid,T-003,0,0
443,1,ClearAsk,T-023,0,0
443,1,ClearAsk,T-003,0,0
443,1,Ask,T-007,28.9,30
444,1,Bid,T-030,20,50
445,1,Bid,T-022,27,30
445,1,Ask,T-037,29,15
446,1,ClearBid,T-024,0,0
446,1,Bid,T-001,28,20
446,1,Bid,T-020,25,20
446,1,ClearBid,T-024,0,0
446,1,ClearBid,T-024,0,0
447,1,Bid,T-021,27,20
448,1,Bid,T-002,27,40
449,1,Bid,T-032,28,25
450,1,Bid,T-039,28,10
451,1,Ask,T-038,30,3
451,1,Bid,T-036,28,10
453,1,Ask,T-003,32,1
455,1,Ask,T-011,30,30
456,1,Bid,T-007,26.5,50
456,1,Ask,T-021,29,20
456,1,Ask,T-024,29.5,10
456,1,ClearBid,T-022,0,0
456,1,Bid,T-034,27,10
457,1,Bid,T-034,27,10
457,1,ClearBid,T-035,0,0
457,1,Bid,T-034,27,10
458,1,ClearAsk,T-035,0,0
458,1,Bid,T-030,20,30
458,1,Bid,T-003,26,1
458,1,ClearBid,T-007,0,0
459,1,ClearBid,T-007,0,0
459,1,Ask,T-001,28,20
459,1,ClearAsk,T-007,0,0
459,1,Bid,T-036,28,10
459,1,ClearAsk,T-007,0,0
460,1,Ask,T-001,28,20
460,1,Ask,T-006,28,5
460,1,Ask,T-038,39,3
461,1,Ask,T-011,29,15
462,1,Bid,T-022,27,15
462,1,Ask,T-039,29,10
463,1,Ask,T-019,30,500
463,1,ClearBid,T-029,0,0
463,1,Ask,T-019,30,500
463,1,Ask,T-019,30,500
463,1,Ask,T-019,30,500
463,1,ClearAsk,T-029,0,0
463,1,Bid,T-031,29,55
463,1,Ask,T-019,30,500
463,1,Ask,T-019,30,500
463,1,Ask,T-019,30,500
463,1,ClearAsk,T-011,0,0
463,1,Ask,T-019,30,500
464,1,Ask,T-019,30,500
464,1,Ask,T-019,30,500
464,1,Ask,T-001,28,20
464,1,Ask,T-019,30,500
464,1,Ask,T-019,30,500
464,1,Ask,T-001,28,20
464,1,Ask,T-019,30,500
465,1,Bid,T-031,29,55
465,1,Ask,T-038,39,3
466,1,ClearBid,T-026,0,0
466,1,Ask,T-033,30,5
467,1,ClearAsk,T-026,0,0
467,1,Bid,T-031,29,55
468,1,Bid,T-026,27,15
469,1,Bid,T-006,28,20
469,1,Bid,T-036,27,10
469,1,Bid,T-007,27.1,30
470,1,Bid,T-022,29,15
471,1,Bid,T-006,28,20
471,1,Bid,T-029,27,50
471,1,Bid,T-015,27,30
471,1,Bid,T-006,28,20
472,1,Bid,T-001,27,20
473,1,Ask,T-025,45,15
473,1,Bid,T-006,28,20
473,1,Bid,T-012,27,30
473,1,Bid,T-039,28,10
473,1,Ask,T-022,30,15
474,1,Bid,T-006,28,20
474,1,Bid,T-006,28,20
474,1,Ask,T-003,36,1
474,1,Bid,T-013,28,20
474,1,Bid,T-001,27,20
474,1,Bid,T-028,3,10
475,1,Bid,T-015,27,30
475,1,Bid,T-027,40,10
475,1,Ask,T-004,50,10
475,1,Ask,T-003,36,1
476,1,Bid,T-011,27,20
476,1,Bid,T-024,27.2,25
477,1,Bid,T-006,28,20
477,1,ClearBid,T-027,0,0
477,1,Bid,T-006,28,20
477,1,Bid,T-006,28,20
477,1,Bid,T-031,27.01,55
478,1,Bid,T-030,20,5
478,1,ClearAsk,T-036,0,0
478,1,Bid,T-037,27,50
478,1,Bid,T-001,27,20
478,1,Ask,T-027,40,10
479,1,Bid,T-001,27,20
479,1,Bid,T-001,27,20
479,1,ClearAsk,T-004,0,0
479,1,Ask,T-023,29,10
479,1,Bid,T-001,27,20
479,1,Bid,T-001,27,20
479,1,ClearBid,T-004,0,0
480,1,ClearBid,T-015,0,0
480,1,Bid,T-006,28,20
481,1,Ask,T-021,39,20
482,1,ClearAsk,T-028,0,0
482,1,Ask,T-039,29,10
483,1,Ask,T-001,29,20
483,1,Bid,T-024,27.2,25
483,1,Ask,T-001,29,20
483,1,ClearBid,T-028,0,0
483,1,Ask,T-001,29,20
483,1,Ask,T-001,29,20
483,1,Ask,T-029,30,50
484,1,Bid,T-013,26,20
484,1,Bid,T-013,26,20
484,1,ClearAsk,T-028,0,0
484,1,Bid,T-013,26,20
484,1,Bid,T-013,26,20
484,1,ClearBid,T-028,0,0
485,1,Ask,T-036,30,10
485,1,Bid,T-033,27,100
485,1,Bid,T-040,45,4
486,1,Ask,T-022,29.5,15
486,1,Bid,T-008,26.5,50
487,1,Ask,T-037,30,40
487,1,Bid,T-034,30,100
487,1,Bid,T-025,24,15
488,1,Ask,T-038,29,3
488,1,ClearAsk,T-004,0,0
488,1,ClearBid,T-004,0,0
489,1,Ask,T-001,29,20
489,1,Ask,T-001,29,20
489,1,Ask,T-005,29,10
489,1,Ask,T-007,29.8,30
489,1,ClearBid,T-020,0,0
491,1,Bid,T-019,27,6000
491,1,Ask,T-012,31,20
492,1,Ask,T-023,29,10
493,1,ClearBid,T-026,0,0
493,1,ClearAsk,T-026,0,0
494,1,Bid,T-020,25,50
495,1,ClearAsk,T-027,0,0
495,1,Bid,T-003,26,1
496,1,ClearBid,T-008,0,0
497,1,Ask,T-002,30,40
497,1,Bid,T-030,26,5
498,1,ClearAsk,T-005,0,0
499,1,ClearBid,T-031,0,0
499,1,Bid,T-034,29,100
500,1,Bid,T-028,29,10
500,1,ClearAsk,T-031,0,0
500,1,Bid,T-028,29,10
500,1,Ask,T-015,29,10
500,1,Ask,T-024,30.5,35
500,1,Ask,T-026,29,15
500,1,ClearBid,T-031,0,0
500,1,ClearAsk,T-007,0,0
501,1,Bid,T-039,28,10
501,1,ClearBid,T-029,0,0
501,1,ClearBid,T-007,0,0
501,1,ClearAsk,T-029,0,0
501,1,Bid,T-001,27,200
502,1,Ask,T-011,28,20
502,1,Bid,T-036,28,10
503,1,ClearAsk,T-012,0,0
503,1,Ask,T-005,32,10
503,1,ClearBid,T-012,0,0
504,1,Bid,T-004,28,10
504,1,Ask,T-027,40,25
505,1,Bid,T-036,28,10
505,1,Ask,T-006,35,100
506,1,Ask,T-013,30,20
506,1,Ask,T-013,30,20
506,1,Ask,T-013,30,20
506,1,Bid,T-019,28,500
506,1,Ask,T-013,30,20
507,1,Ask,T-013,30,20
507,1,Ask,T-006,35,100
507,1,Ask,T-036,29,10
507,1,Ask,T-015,31,20
508,1,Ask,T-036,29,10
508,1,Ask,T-006,35,100
508,1,Bid,T-021,27,50
508,1,Ask,T-038,27,3
508,1,Bid,T-019,28,500
508,1,Bid,T-019,28,500
508,1,Bid,T-019,28,500
510,1,Ask,T-012,30,20
510,1,Ask,T-036,30,10
511,1,Bid,T-003,26,1
511,1,Ask,T-036,30,10
511,1,Ask,T-006,35,100
512,1,Ask,T-039,29,10
512,1,Bid,T-038,27,3
513,1,Ask,T-006,35,100
514,1,Bid,T-029,27,100
515,1,Bid,T-036,28,10
515,1,Ask,T-006,35,100
515,1,Ask,T-006,35,100
516,1,Ask,T-006,35,100
516,1,Bid,T-030,27,5
517,1,Bid,T-004,28,10
517,1,Ask,T-034,30,100
518,1,Bid,T-023,26,10
518,1,Bid,T-026,25,15
519,1,Bid,T-036,28,20
521,1,Ask,T-013,30,20
521,1,Bid,T-001,27.5,200
521,1,Ask,T-013,30,20
524,1,Ask,T-010,29,3
524,1,Ask,T-003,31,1
524,1,Ask,T-006,30,5
525,1,Ask,T-034,30,100
525,1,Bid,T-008,27.5,75
525,1,Bid,T-038,25,3
525,1,Bid,T-039,28,10
526,1,Bid,T-004,28,10
526,1,Ask,T-006,30,5
527,1,Bid,T-014,28,3000
528,1,Ask,T-010,29,3
530,1,Ask,T-036,29,20
530,1,Ask,T-003,33,1
530,1,Bid,T-022,28,60
531,1,Ask,T-006,30,5
531,1,Bid,T-004,28,10
531,1,Ask,T-006,30,5
532,1,Bid,T-001,27,200
534,1,ClearBid,T-029,0,0
534,1,Bid,T-011,27,30
534,1,ClearAsk,T-023,0,0
535,1,Ask,T-036,29,20
535,1,Ask,T-021,29,30
535,1,ClearBid,T-004,0,0
535,1,Ask,T-006,29,5
536,1,ClearAsk,T-004,0,0
536,1,Ask,T-039,29,10
536,1,Ask,T-006,29,5
536,1,Bid,T-001,28,100
537,1,Ask,T-031,29,224
537,1,Bid,T-005,25,200
540,1,ClearBid,T-022,0,0
540,1,ClearBid,T-010,0,0
540,1,ClearAsk,T-010,0,0
542,1,Ask,T-033,30,100
542,1,Bid,T-007,28.1,30
542,1,Ask,T-004,35,10
543,1,Bid,T-029,28,100
543,1,Bid,T-037,25,10
543,1,Ask,T-004,35,10
544,1,Bid,T-013,28.01,1000
544,1,Ask,T-006,33,5
545,1,Ask,T-006,33,5
545,1,Ask,T-006,33,5
546,1,Bid,T-002,27,400
546,1,Ask,T-015,28,45
547,1,ClearAsk,T-026,0,0
547,1,Bid,T-021,28,30
548,1,ClearBid,T-026,0,0
548,1,Ask,T-012,31,20
548,1,Ask,T-011,32,16
548,1,Bid,T-029,28,100
548,1,ClearBid,T-014,0,0
549,1,Ask,T-006,33,5
549,1,Ask,T-006,33,5
549,1,Ask,T-034,40,10
549,1,Ask,T-006,33,5
550,1,Ask,T-001,30,100
550,1,Bid,T-022,29,15
550,1,Bid,T-014,28.01,3000
551,1,ClearBid,T-004,0,0
551,1,Bid,T-014,28.01,3000
551,1,ClearAsk,T-004,0,0
552,1,Ask,T-034,40,10
552,1,Ask,T-004,34,10
552,1,Ask,T-034,40,10
552,1,ClearBid,T-029,0,0
553,1,Bid,T-029,28,100
553,1,Bid,T-031,28,300
553,1,Ask,T-034,40,10
554,1,Ask,T-020,32,20
555,1,Ask,T-038,31,3
555,1,Bid,T-031,28,300
556,1,Ask,T-006,30,5
556,1,Ask,T-026,31,15
556,1,ClearBid,T-004,0,0
556,1,Ask,T-007,31,60
556,1,Ask,T-034,40,10
556,1,ClearAsk,T-004,0,0
557,1,Ask,T-006,30,5
557,1,Ask,T-034,40,10
558,1,Ask,T-006,30,5
558,1,Ask,T-006,30,5
558,1,Bid,T-015,28,100
558,1,Ask,T-006,30,5
559,1,Ask,T-006,30,5
559,1,Ask,T-006,30,5
559,1,Bid,T-029,29,100
559,1,Bid,T-039,29,10
560,1,Bid,T-024,27.5,20
561,1,Bid,T-001,28,100
561,1,Bid,T-001,28,100
563,1,Bid,T-019,29,500
563,1,Bid,T-019,29,500
563,1,Bid,T-019,29,500
563,1,Ask,T-003,35,2
563,1,Ask,T-004,33,10
564,1,ClearBid,T-029,0,0
564,1,Ask,T-004,33,10
564,1,Bid,T-019,29,500
564,1,Bid,T-011,30,5
564,1,ClearAsk,T-012,0,0
564,1,Bid,T-019,29,500
565,1,Ask,T-004,33,10
565,1,Ask,T-004,33,10
565,1,Bid,T-005,30,20
565,1,Ask,T-004,33,10
565,1,Ask,T-004,33,10
565,1,Ask,T-006,32,5
565,1,Ask,T-038,34,3
565,1,ClearBid,T-012,0,0
566,1,Ask,T-006,32,5
566,1,Ask,T-023,32,10
567,1,Bid,T-031,30,300
568,1,Ask,T-006,32,5
568,1,Ask,T-003,34,2
569,1,Bid,T-008,28.5,75
569,1,ClearBid,T-002,0,0
569,1,Ask,T-006,32,5
569,1,Ask,T-029,32,200
570,1,Ask,T-011,30,5
572,1,Ask,T-006,32,5
572,1,Ask,T-029,32,200
573,1,Ask,T-039,31,10
573,1,Ask,T-004,33,10
573,1,Ask,T-025,33,10
573,1,Ask,T-004,33,10
573,1,ClearBid,T-005,0,0
575,1,ClearBid,T-036,0,0
575,1,ClearAsk,T-036,0,0
576,1,Ask,T-006,32,5
576,1,Ask,T-006,32,5
576,1,Ask,T-022,30.5,15
577,1,Bid,T-001,28,1000
577,1,Bid,T-023,29,15
577,1,Bid,T-012,29,40
577,1,Ask,T-029,32,200
578,1,Ask,T-006,32,5
579,1,Bid,T-030,27,80
579,1,ClearAsk,T-029,0,0
580,1,ClearBid,T-029,0,0
580,1,ClearBid,T-005,0,0
580,1,ClearAsk,T-036,0,0
580,1,ClearAsk,T-036,0,0
581,1,Ask,T-006,32,5
581,1,Ask,T-029,32,200
581,1,ClearBid,T-036,0,0
581,1,Bid,T-002,32,4000
583,1,Bid,T-001,28,1000
585,1,ClearBid,T-034,0,0
585,1,ClearAsk,T-034,0,0
586,1,ClearAsk,T-031,0,0
586,1,ClearBid,T-031,0,0
587,1,Bid,T-001,30,1000
588,1,Ask,T-034,40,10
588,1,Ask,T-038,34,3
588,1,ClearBid,T-001,0,0
588,1,Ask,T-034,40,10
589,1,Bid,T-014,28,3000
589,1,Ask,T-034,40,10
590,1,Ask,T-003,34,2
590,1,ClearAsk,T-014,0,0
590,1,Ask,T-034,40,10
590,1,Ask,T-006,32,5
591,1,Ask,T-034,40,10
591,1,Ask,T-006,32,5
591,1,Ask,T-006,32,5
591,1,Bid,T-001,31,1000
593,1,Bid,T-015,32,50
595,1,ClearBid,T-012,0,0
595,1,Bid,T-023,30,15
595,1,ClearAsk,T-012,0,0
595,1,Ask,T-013,33,100
596,1,ClearBid,T-014,0,0
596,1,Bid,T-030,32,80
597,1,Ask,T-033,32,20
597,1,ClearAsk,T-014,0,0
598,1,Ask,T-013,33,100
598,1,Ask,T-013,33,100
598,1,Bid,T-001,32,1000
598,1,Bid,T-022,32.5,15
599,1,Ask,T-003,34,2
599,1,Bid,T-029,30,100
599,1,Ask,T-002,33,276
600,1,Ask,T-031,32,122
602,1,Ask,T-006,32,5
603,1,Bid,T-001,32,1000
603,1,Bid,T-030,32,80
605,1,Ask,T-037,33,10
606,1,Ask,T-025,35,10
606,1,ClearBid,T-024,0,0
606,1,Ask,T-038,33,3
607,1,Bid,T-015,33,50
607,1,Bid,T-030,34,80
607,1,ClearAsk,T-024,0,0
607,1,ClearAsk,T-024,0,0
607,1,Ask,T-027,33,10
607,1,ClearAsk,T-024,0,0
608,1,ClearBid,T-024,0,0
608,1,Ask,T-015,33,50
608,1,Ask,T-006,34,5
609,1,Bid,T-012,30,40
609,1,Ask,T-006,34,5
610,1,Ask,T-006,34,5
610,1,Ask,T-006,34,5
610,1,Bid,T-011,30,10
611,1,Ask,T-003,34,2
611,1,Ask,T-006,34,5
612,1,ClearAsk,T-029,0,0
613,1,ClearBid,T-029,0,0
614,1,Ask,T-015,32,50
614,1,Bid,T-020,29,200
614,1,Ask,T-030,34,80
614,1,ClearBid,T-008,0,0
614,1,Ask,T-005,34,10
615,1,ClearBid,T-008,0,0
616,1,Ask,T-013,33,100
616,1,ClearAsk,T-004,0,0
616,1,Ask,T-024,35,5
616,1,Ask,T-006,34,5
616,1,ClearBid,T-004,0,0
616,1,Ask,T-038,32,3
616,1,Ask,T-006,34,5
617,1,Ask,T-006,34,5
617,1,ClearBid,T-004,0,0
617,1,ClearAsk,T-004,0,0
619,1,Bid,T-001,32.5,1000
620,1,Ask,T-002,33,295
621,1,Bid,T-034,32,50
621,1,Ask,T-006,34,5
622,1,Ask,T-003,34,2
623,1,Ask,T-030,31,80
624,1,Ask,T-003,34,2
624,1,Ask,T-014,32,2800
624,1,Bid,T-031,33,100
624,1,Ask,T-006,34,5
627,1,Ask,T-038,33,5
630,1,Ask,T-006,34,5
631,1,Bid,T-024,31.5,20
631,1,ClearBid,T-012,0,0
632,1,Bid,T-037,31,10
632,1,ClearAsk,T-012,0,0
633,1,ClearAsk,T-014,0,0
633,1,Bid,T-008,33,75
633,1,ClearBid,T-023,0,0
633,1,Bid,T-012,30,40
633,1,Ask,T-001,33.5,1000
633,1,ClearAsk,T-014,0,0
633,1,ClearAsk,T-014,0,0
633,1,Ask,T-022,32.5,15
633,1,ClearAsk,T-023,0,0
634,1,ClearAsk,T-014,0,0
634,1,Ask,T-006,34,5
636,1,Bid,T-031,33,100
637,1,ClearBid,T-020,0,0
637,1,Bid,T-031,33,100
638,1,Bid,T-029,32,100
638,1,ClearBid,T-020,0,0
638,1,ClearBid,T-020,0,0
638,1,Bid,T-031,33,100
639,1,Ask,T-006,34,5
639,1,Bid,T-031,33,100
639,1,Ask,T-006,34,5
640,1,Ask,T-006,34,5
640,1,ClearBid,T-024,0,0
641,1,Bid,T-024,31.8,20
642,1,Bid,T-005,31,25000
643,1,Bid,T-032,33,100
644,1,ClearBid,T-013,0,0
644,1,Bid,T-001,33,1000
644,1,Ask,T-031,35,100
644,1,Bid,T-001,33,1000
644,1,ClearAsk,T-013,0,0
644,1,Bid,T-001,33,1000
644,1,Ask,T-002,35,2020
645,1,Ask,T-031,35,100
645,1,Ask,T-008,34,75
646,1,ClearAsk,T-012,0,0
647,1,ClearBid,T-012,0,0
647,1,Bid,T-034,35,50
647,1,Bid,T-023,30,15
649,1,ClearBid,T-037,0,0
650,1,ClearBid,T-005,0,0
652,1,Bid,T-011,36,10
652,1,Ask,T-003,60,2
653,1,Bid,T-004,34,10
654,1,Bid,T-001,34,1000
655,1,Bid,T-019,34,2000
656,1,ClearBid,T-032,0,0
656,1,Ask,T-023,40,10
657,1,Ask,T-025,50,5
659,1,Bid,T-004,34,10
659,1,Ask,T-013,36,50
659,1,Ask,T-012,35,10
660,1,Ask,T-026,37,20
660,1,Bid,T-004,34,10
660,1,Ask,T-020,36,9
662,1,Ask,T-018,100,5
663,1,ClearAsk,T-012,0,0
663,1,Bid,T-034,35,50
664,1,ClearBid,T-012,0,0
665,1,Bid,T-015,35,50
665,1,Ask,T-005,39,10
665,1,Bid,T-019,37,2000
665,1,Bid,T-002,35,6000
665,1,Ask,T-024,45,5
667,1,Ask,T-034,37,50
668,1,Bid,T-001,34,1000
670,1,Ask,T-013,40,50
670,1,Ask,T-039,41,10
670,1,Ask,T-031,40,73
670,1,Ask,T-027,60,15
671,1,Bid,T-001,35,1000
673,1,ClearBid,T-015,0,0
674,1,Bid,T-015,36,50
674,1,Bid,T-035,34,30
675,1,Bid,T-029,35,100
675,1,Bid,T-011,34,25
675,1,Bid,T-034,37,50
675,1,Bid,T-012,33,40
677,1,Bid,ME,35,20
679,1,Bid,T-023,35,20
679,1,Ask,T-003,39,2
680,1,Bid,ME,35,20
681,1,Ask,T-033,38,20
681,1,ClearBid,T-026,0,0
682,1,Bid,ME,35,20
682,1,ClearAsk,T-026,0,0
682,1,Bid,ME,35,20
683,1,Bid,ME,35,20
683,1,Bid,T-005,36,40
683,1,Bid,T-020,34,10
683,1,Bid,T-011,38,10
684,1,Bid,T-015,38,50
684,1,Bid,T-029,35,100
685,1,ClearBid,T-011,0,0
686,1,Bid,T-034,40,100
686,1,Bid,T-023,36,20
686,1,Bid,T-035,35,30
687,1,Ask,T-011,38,10
687,1,Ask,T-024,42,10
688,1,Ask,T-032,45,70
688,1,ClearBid,T-002,0,0
688,1,Bid,T-026,27,30
689,1,Bid,T-002,40,6000
693,1,ClearBid,T-018,0,0
694,1,ClearAsk,T-018,0,0
694,1,ClearAsk,T-018,0,0
697,1,Bid,T-020,35,20
698,1,ClearBid,T-004,0,0
698,1,ClearAsk,T-004,0,0
699,1,Bid,T-029,37,100
699,1,ClearBid,T-004,0,0
699,1,ClearAsk,T-004,0,0
700,1,Bid,T-034,38,100
703,1,Bid,T-022,40,40
704,1,Ask,T-021,45,10
705,1,Ask,T-005,45,30
707,1,Ask,ME,44.99,20
708,1,Bid,T-035,36,30
709,1,Ask,T-023,48,3
710,1,ClearBid,T-022,0,0
710,1,ClearBid,T-022,0,0
710,1,ClearAsk,T-011,0,0
710,1,ClearBid,T-022,0,0
710,1,ClearAsk,T-013,0,0
710,1,ClearBid,T-022,0,0
710,1,Ask,T-032,49,25
710,1,Ask,T-024,65,1
710,1,ClearBid,T-022,0,0
710,1,ClearBid,T-011,0,0
710,1,ClearBid,T-022,0,0
710,1,ClearBid,T-013,0,0
711,1,Bid,T-030,36,80
711,1,Bid,T-039,41,10
711,1,Bid,T-033,41,1000
713,1,Bid,T-008,41,100
713,1,Bid,T-034,45,100
714,1,Ask,T-013,50,50
715,1,Bid,T-029,41,100
715,1,Bid,T-003,42,10
717,1,Bid,T-030,36,80
717,1,Ask,ME,47.99,20
720,1,Bid,T-001,45,10
720,1,Ask,T-011,47,10
720,1,Bid,T-030,37,80
721,1,Bid,T-012,38,20
722,1,ClearAsk,T-013,0,0
722,1,Ask,T-013,49.9,50
722,1,Ask,T-014,45,290
725,1,Bid,T-035,45,30
725,1,Bid,T-003,48,10
726,1,Bid,T-035,45,30
726,1,Bid,T-035,45,30
726,1,Bid,T-035,45,30
726,1,Bid,T-035,45,30
729,1,Bid,T-030,40,80
729,1,Bid,T-011,40,20
729,1,Ask,T-035,45,30
730,1,ClearAsk,T-029,0,0
730,1,Bid,T-035,45,30
730,1,ClearBid,ME,0,0
730,1,Ask,T-001,48,10
731,1,ClearBid,T-029,0,0
731,1,Ask,T-001,48,10
731,1,Bid,T-031,46,100
732,1,ClearBid,ME,0,0
733,1,ClearBid,T-008,0,0
734,1,Bid,T-034,45,100
734,1,Bid,T-030,40,80
734,1,Bid,T-029,50,20
737,1,Bid,T-024,41,20
738,1,Ask,T-001,47,10
739,1,ClearAsk,T-011,0,0
739,1,Bid,T-034,45,100
739,1,Bid,T-029,50,20
740,1,Bid,T-034,45,100
740,1,ClearBid,T-011,0,0
740,1,Ask,T-001,47,10
742,1,Ask,T-035,50,30
742,1,Ask,T-003,50,5
742,1,Bid,T-030,44,80
743,1,Bid,T-033,47,1000
744,1,Bid,T-037,47,5
745,1,Bid,T-002,48,4000
745,1,Ask,T-005,48,10
745,1,ClearBid,T-039,0,0
745,1,Ask,T-026,52,6
746,1,Ask,T-032,49,48
748,1,Bid,T-030,44,80
748,1,Ask,T-029,49,40
749,1,Bid,T-001,46,100
750,1,Bid,T-023,45,15
751,1,Bid,T-020,47,5
751,1,Ask,T-035,55,30
751,1,Ask,T-035,55,30
751,1,Ask,T-035,55,30
751,1,Ask,T-035,55,30
752,1,Bid,T-007,48.1,10
752,1,Bid,T-030,48,80
752,1,ClearBid,T-002,0,0
753,1,Bid,T-033,50,1000
754,1,ClearAsk,T-032,0,0
754,1,Bid,T-034,50,100
755,1,ClearBid,T-032,0,0
755,1,Bid,T-002,50,4000
755,1,ClearBid,T-032,0,0
755,1,ClearBid,T-032,0,0
755,1,Bid,T-019,47,1000
756,1,Bid,T-023,47,10
756,1,ClearBid,ME,0,0
756,1,ClearBid,T-037,0,0
756,1,Bid,T-008,49.5,100
757,1,ClearBid,ME,0,0
757,1,ClearBid,T-015,0,0
757,1,ClearBid,ME,0,0
757,1,ClearBid,ME,0,0
757,1,ClearBid,ME,0,0
757,1,ClearBid,ME,0,0
759,1,ClearBid,ME,0,0
759,1,Bid,T-030,48,80
759,1,ClearAsk,T-007,0,0
759,1,ClearAsk,T-007,0,0
760,1,ClearBid,T-007,0,0
761,1,Bid,T-020,50,1
761,1,Bid,T-037,51,5
763,1,Ask,T-003,80,5
763,1,Bid,T-012,51,25
765,1,Ask,T-031,53,30
765,1,Ask,T-002,60,115
765,1,Bid,T-029,51,30
766,1,Ask,T-037,54,5
766,1,Ask,T-001,60,100
767,1,Bid,T-030,48,10
768,1,Bid,T-033,54,200
769,1,Bid,T-035,51,300
769,1,Bid,T-007,51.2,10
770,1,Ask,T-014,51,100
771,1,Ask,T-034,90,100
772,1,ClearBid,T-007,0,0
772,1,Ask,T-034,90,100
772,1,ClearBid,T-007,0,0
774,1,ClearBid,T-007,0,0
775,1,Bid,T-030,54,10
775,1,Bid,T-002,55,10
775,1,Bid,T-029,55,30
776,1,Bid,ME,52,200
777,1,Ask,T-033,58,200
779,1,Bid,T-022,55.5,15
781,1,Bid,T-007,55.2,10
784,1,Bid,T-011,57,5
784,1,Ask,T-012,58,5
784,1,Bid,T-010,56.01,100
784,1,ClearAsk,T-007,0,0
784,1,ClearBid,T-022,0,0
784,1,ClearAsk,T-007,0,0
784,1,ClearAsk,T-022,0,0
785,1,Bid,T-035,55,300
785,1,ClearBid,T-029,0,0
785,1,ClearAsk,T-029,0,0
786,1,Bid,T-039,57,10
787,1,Bid,T-029,58,30
787,1,Bid,T-010,57.01,100
787,1,Ask,T-034,70,100
788,1,ClearBid,T-004,0,0
788,1,Bid,T-031,60,300
788,1,Bid,T-036,57,10
789,1,ClearAsk,T-004,0,0
789,1,Bid,T-008,59,100
789,1,Bid,T-030,60,10
793,1,ClearBid,T-011,0,0
794,1,Bid,T-021,60,50
794,1,ClearBid,T-036,0,0
795,1,Ask,T-031,65,100
796,1,Bid,T-029,60,30
797,1,Bid,T-035,62,300
798,1,Bid,T-036,60,10
798,1,Ask,T-001,71,10
799,1,ClearBid,T-008,0,0
799,1,Ask,T-031,66,100
799,1,Bid,T-002,90,300
800,1,Ask,T-014,60,80
800,1,Bid,T-024,60,20
801,1,Bid,T-002,90,300
802,1,Ask,T-003,80,5
802,1,Ask,T-031,67,100
803,1,Ask,T-003,80,5
803,1,Ask,T-032,85,105
804,1,ClearBid,T-024,0,0
804,1,Bid,T-035,62,300
804,1,Bid,T-035,62,300
804,1,Bid,T-035,62,300
805,1,ClearAsk,T-024,0,0
806,1,Bid,T-036,65,10
808,1,Bid,T-012,63,25
809,1,Bid,T-036,65,10
809,1,Ask,T-002,100,605
809,1,Ask,T-021,100,50
810,1,Bid,T-022,60,15
811,1,Bid,T-001,62,100
811,1,Ask,T-018,120,2
811,1,ClearBid,T-024,0,0
812,1,Bid,T-022,60,15
812,1,ClearAsk,T-024,0,0
812,1,Ask,T-013,100,50
812,1,ClearBid,T-027,0,0
813,1,ClearBid,T-039,0,0
813,1,Ask,T-013,100,50
813,1,Ask,T-013,100,50
813,1,ClearAsk,T-027,0,0
815,1,Ask,T-036,90,10
816,1,Bid,T-030,65,100
816,1,Ask,T-003,200,3
816,1,ClearAsk,T-024,0,0
816,1,Ask,T-013,99,50
817,1,ClearBid,T-024,0,0
817,1,Bid,T-001,62,100
817,1,Bid,T-035,70,300
817,1,Bid,T-035,70,300
817,1,Bid,T-025,20,30
819,1,ClearAsk,T-011,0,0
819,1,ClearBid,T-011,0,0
819,1,Ask,T-003,200,3
822,1,Bid,T-001,73,100
822,1,Bid,T-034,90,100
822,1,Bid,T-007,70.1,10
824,1,Bid,T-034,90,100
824,1,ClearAsk,T-007,0,0
824,1,ClearBid,T-007,0,0
825,1,Ask,T-003,200,3
825,1,Ask,T-027,90,15
827,1,Bid,T-035,70,300
827,1,Bid,T-001,90,100
829,1,Ask,T-021,98,50
830,1,Ask,T-003,150,3
831,1,Ask,T-039,98,10
831,1,ClearBid,T-022,0,0
832,1,Ask,T-013,99,50
832,1,Ask,T-013,99,50
833,1,ClearAsk,T-003,0,0
833,1,Ask,T-013,99,50
834,1,Ask,T-012,75,25
834,1,Ask,T-003,150,3
835,1,Bid,T-007,90.2,30
836,1,Bid,T-002,98,100
836,1,Bid,T-019,98,10
